model,rag,sample_id,is_impossible,gold_question,gold_answer,gen_question,gen_answer,inf_time_sec,rougeL,bleu,chrf,bertscore_f1,cosine_sim,a_in_ctx_ratio,answer_exact_match,answer_rougeL
BARTpho-syllable,non-RAG,99,False,Luật mới đối với Naadam đã được nghị viện Mông Cổ thêm vào kể từ năm nào?,năm 2003,question: Luật mới về Naadam đã có những sửa đổi gì? answer: Các danh hiệuudi và Khartsaga (Chim ưng) được thêm vào những quy định đã đề cập ở trên,question: Luật mới về Naadam đã có những sửa đổi gì? answer: Các danh hiệuudi và Khartsaga (Chim ưng) được thêm vào những quy định đã đề cập ở trên,1.5775,0.4516,0.0,31.0118,0.7182,0.6894,0.0,0.0,0.05
BARTpho-syllable,non-RAG,100,False,Cyathea intermedia là loài dương xỉ như thế nào?,Loài dương xỉ lớn nhất thế giới,question: Loài dương xỉ lớn nhất thế giới có tên khoa học là gì? answer: Cyathea intermedia,question: Loài dương xỉ lớn nhất thế giới có tên khoa học là gì? answer: Cyathea intermedia,1.1544,0.4444,0.0,54.9421,0.7766,0.6836,0.0,0.0,0.6667
BARTpho-syllable,non-RAG,101,False,Mục tiêu tiên quyết của Roosevelt là gì?,đánh bại Đức,"question: Chiến thuật ""nhảy đảo"" là gì? answer: giành lấy các căn cứ mà từ đó không lực chiến lược có thể được đưa vào phục vụ để oanh tạc đất Nhật Bản, và từ đó có thể tiến công xâm chiếm Nhật Bản sau này","question: Mục tiêu của chiến thuật ""nhảy đảo"" là gì? answer: giành lấy các căn cứ mà từ đó không lực chiến lược có thể được đưa vào phục vụ để oanh tạc đất Nhật Bản, và từ đó có thể tiến công xâm chiếm Nhật Bản sau này",2.2351,0.1266,0.0,12.1103,0.6606,0.2512,0.0,0.0,0.0789
BARTpho-syllable,non-RAG,102,False,Vì lý do nào mà Iraq bị Mỹ nghi ngờ ủng hộ chủ nghĩa khủng bố?,Iraq hỗ trợ cho nhiều nhóm chiến binh Ả Rập và Palestine,question: Hoa Kỳ đã đưa Iraq ra khỏi danh sách các quốc gia ủng hộ khủng bố vào thời gian nào? answer: ngày 29 tháng 12 năm 1979,question: Hoa Kỳ đã đưa Iraq ra khỏi danh sách các quốc gia ủng hộ khủng bố vào thời gian nào? answer: ngày 29 tháng 12 năm 1979,1.2843,0.2105,0.0,24.1226,0.7303,0.7156,0.0,0.0,0.1132
BARTpho-syllable,non-RAG,103,False,Vấn đề chính trị nào đang có nhiều bàn luận dữ dội tại Puerto Rico?,"Tình trạng chính trị hiện nay của hòn đảo, bao gồm khả năng trở thành một tiểu bang của Hoa Kỳ hay được độc lập",question: Kết quả của cuộc trưng cầu dân ý năm 2012 là gì? answer: giữ tình trạng như cũ,question: Kết quả của cuộc trưng cầu dân ý năm 2012 là gì? answer: giữ tình trạng như cũ cho đến cuộc trưng cầu dân ý năm 2012,1.1438,0.2449,0.0,13.6906,0.6239,0.327,0.0,0.0,0.2821
BARTpho-syllable,non-RAG,104,False,Tại Nouvelle-Calédonie thì ưu thế về tôn giáo thuộc về tôn giáo nào?,Cơ Đốc giáo,question: Tôn giáo nào chiếm ưu thế tại Nouvelle-Calédonie? answer: Cơ Đốc giáo,question: Tôn giáo nào chiếm ưu thế tại Nouvelle-Calédonie? answer: Cơ Đốc giáo,0.8549,0.3721,0.0,52.5445,0.7829,0.9131,0.0,0.0,0.32
BARTpho-syllable,non-RAG,105,False,Tên gọi quốc gia Uganda được xuất phát từ đâu?,từ vương quốc Buganda,question: Tổng thống hiện tại của Uganda là ai? answer: Yoweri Kaguta Museveni,"question: Sau khi giành độc lập, Uganda đã trải qua những cuộc nội chiến nào? answer: cuộc nội chiến, huynh đệ tương tàng, gần đây nhất là một cuộc nội chiến kéo dài giữa chính phủ và Quân kháng chiến của Chúa",1.5257,0.303,0.0,18.4252,0.6406,0.6583,0.0,0.0,0.1081
BARTpho-syllable,non-RAG,106,False,"Khi được gửi tới giới tuyến Maginot, Mitterrand ở vị trí cấp bậc nào?",cấp bậc trung sĩ (trung sĩ bộ binh),question: Người bạn thân của Georges Dayan là ai? answer: Georges Dayan,question: Người bạn thân của Georges Dayan là ai? answer: Georges Dayan,1.2724,0.1667,0.0,8.8133,0.6415,0.1918,0.0,0.0,0.1538
BARTpho-syllable,non-RAG,107,False,Đại tá French đã sử dụng phương pháp liên lạc nào thay cho hệ thống liên lạc vô tuyến của Bộ Chiến tranh Hoa Kỳ với Honolulu sau khi nó không còn liên lạc được nữa?,bằng các phương tiện dịch vụ thương mại,question: Đại tá French đích thân nhận trách nhiệm gửi thông điệp đến Hawaii vào thời gian nào? answer: khoảng 10:20 sáng,question: Đại tá French đích thân nhận trách nhiệm gửi thông điệp đến Hawaii vào thời gian nào? answer: Sau khi nhận được thông điệp,1.4149,0.2727,0.0,19.7994,0.7123,0.6313,0.0,0.0,0.2264
BARTpho-syllable,non-RAG,108,False,Vì sao những nông dân Texas bỏ làm nông nghiệp mà làm cho các công việc phục vụ chiến tranh?,mức lương cao hơn,"question: Bao nhiêu phần trăm quân giới do Hoa Kỳ sản xuất trong Chiến tranh thế giới thứ hai? answer: 3,1 phần trăm","question: Bao nhiêu phần trăm quân giới do Hoa Kỳ sản xuất trong Chiến tranh thế giới thứ hai? answer: 3,1 phần trăm",1.1375,0.1791,0.0,17.9799,0.6716,0.3596,0.0,0.0,0.0952
BARTpho-syllable,non-RAG,109,False,Texas khi thuộc về México đã được sắp xếp thuộc vào các tiểu bang nào?,Coahuila và Tejas,question: Biên giới giữa Tân Tây Ban Nha và Hoa Kỳ cuối cùng được xác định ở đâu? answer: sông Sabine,question: Biên giới giữa Tân Tây Ban Nha và Hoa Kỳ cuối cùng được xác định ở đâu? answer: sông Sabine,1.0155,0.1923,0.0,12.642,0.7079,0.6138,0.0,0.0,0.0625
BARTpho-syllable,non-RAG,110,False,Lực lượng nào đứng sau hỗ trợ Roosevelt ở các cuộc tranh cử?,các công đoàn,question: Các đảng viên Dân chủ bảo thủ đã đánh trả bằng cách nào? answer: thành lập Liên đoàn Tự do Mỹ (American Liberty League),question: Các đảng viên Dân chủ bảo thủ đã tấn công Roosevelt như thế nào? answer: điên cuồng và so sánh ông với Marx và Lênin,1.126,0.2308,0.0,13.5309,0.685,0.5199,0.0,0.0,0.2791
BARTpho-syllable,non-RAG,111,False,Cuộc tuyệt thực tháng 9 năm 1932 đã đạt được thành công gì?,buộc chính quyền tiếp nhận một hệ thống công bằng hơn qua sự thương lượng qua trung gian là ông Palwankar Baloo,question: Chiến dịch của B. R. Ambedkar nhằm mục đích gì? answer: đảm bảo cho dân ti tiện Dalit những khu bầu cử riêng trong hiến pháp mới,question: Chiến dịch của B. R. Ambedkar nhằm mục đích gì? answer: đảm bảo cho dân ti tiện Dalit những khu bầu cử riêng trong hiến pháp mới,1.6239,0.1967,0.0,10.6338,0.6466,0.2025,0.0,0.0,0.2368
BARTpho-syllable,non-RAG,112,False,Nam Ossetia có đặc điểm gì nổi bật về chính trị?,Cộng hòa Xã hội chủ nghĩa Xô viết Gruzia,question: Chính phủ Gruzia đã làm gì trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990? answer: bãi bỏ quyền tự trị của Nam Ossetia và cố gắng chiếm lại khu vực bằng vũ lực,"question: Trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990, chính phủ Gruzia đã làm gì? answer: bãi bỏ quyền tự trị của Nam Ossetia và cố gắng chiếm lại khu vực bằng vũ lực",1.7595,0.2187,0.0,24.1183,0.7216,0.6062,0.0,0.0,0.0952
BARTpho-syllable,non-RAG,113,False,Quân liên minh bị các bác sĩ Iraq cáo buộc về việc sử dụng urani nghèo có những tác động xấu nào trong người dân?,"gây ra hàng loạt vụ khuyết tật ở trẻ sơ sinh và ung thư trong dân chúng Iraq, đặc biệt là bệnh bạch cầu",question: Tổ chức sức thế giới đã đề xuất điều gì với Saddam? answer: một cuộc nghiên cứu để điều tra lý do gây ra tỷ lệ ung thư cao ở miền nam Iraq,question: Tổ chức sức thế giới đã đề xuất điều gì với Saddam? answer: một cuộc nghiên cứu để điều tra lý do gây ra tỷ lệ ung thư cao ở miền nam Iraq,1.4496,0.2169,0.0,15.2789,0.6983,0.5725,0.0,0.0,0.2078
BARTpho-syllable,non-RAG,114,False,Chính quyền đã làm gì trong chiến dịch của B. R. Ambedkar?,chính quyền đảm bảo cho dân ti tiện Dalit những khu bầu cử riêng trong hiến pháp mới,question: Chiến dịch của B. R. Ambedkar nhằm mục đích gì? answer: đảm bảo cho dân ti tiện Dalit những khu bầu cử riêng trong hiến pháp mới,question: Chiến dịch của B. R. Ambedkar nhằm mục đích gì? answer: đảm bảo cho dân ti tiện Dalit những khu bầu cử riêng trong hiến pháp mới,1.6819,0.3051,0.187,45.6008,0.756,0.6498,0.0,0.0,0.7606
BARTpho-syllable,non-RAG,115,False,Lô cốt Amiriyah bị tàn phá bởi loại vũ khí nào?,bom thông minh điều khiển bằng tia laser,question: Ai là người chế tạo bom của Saddam? answer: cựu giám đốc chương trình vũ khí hạt nhân,question: Ai là người chế tạo bom của Saddam? answer: cựu giám đốc chương trình vũ khí hạt nhân,0.9815,0.2273,0.0,15.3772,0.6926,0.4213,0.0,0.0,0.2
BARTpho-syllable,non-RAG,116,False,Kế hoạch của Mitterrand là gì?,xây dựng một mạng lưới kháng chiến,question: Tập hợp tù binh chiến tranh Quốc gia là gì? answer: Rassemblement national des prisonniers de guerre hay RNPG,question: Tập hợp tù binh chiến tranh Quốc gia là gì? answer: Rassemblement national des prisonniers de guerre hay RNPG,1.3256,0.1875,0.0,16.5851,0.6494,0.203,0.0,0.0,0.1579
BARTpho-syllable,non-RAG,117,False,"Trước việc quốc hội không thông qua tiền chi phí cho chiến tranh với Tây Ban Nha và Pháp, nhà vua đã làm điều gì?",tiết kiệm tiền bằng cách cho quân sĩ sống nhờ nhà dân và buộc các nhà giàu phải cho triều đình vay tiền,question: Các cận thần của vua Charles I muốn làm gì? answer: huỷ bỏ một số lễ nghi của nhà thờ Công giáo La Mã,question: Các cận thần của vua Charles I muốn làm gì? answer: huỷ bỏ một số lễ nghi của nhà thờ Công giáo La Mã và e ngại nhà vua sẽ phục hồi Công giáo,1.6083,0.25,0.0,14.9341,0.6919,0.4348,0.0,0.0,0.2069
BARTpho-syllable,non-RAG,118,False,Cực đại của sự phát triển của sinh hoạt du mục và gia công kim loại là vào thời kỳ của đế quốc nào?,Đế quốc Hung Nô,"question: Các khu định cư nông nghiệp thời đại đồ đá mới xuất hiện ở đâu? answer: Norovlin, Tamsagbulag, Bayanzag, và Rashaan Khad","question: Các khu định cư nông nghiệp thời đại đồ đá mới xuất hiện ở đâu? answer: Norovlin, Tamsagbulag, Bayanzag, và Rashaan Khad",1.56,0.25,0.0,14.2162,0.6657,0.4942,0.0,0.0,0.129
BARTpho-syllable,non-RAG,119,False,Ngày 10 tháng 7 Mitterrand và Piazook đã làm gì?,gừng một cuộc tụ họp công khai tại Salle Wagram ở Paris,question: Ai là người tạo ra mạng lưới điệp viên thực sự tại các trại tù binh chiến tranh để cung cấp thông tin cho chúng tôi? answer: Pierre de Bénouville,question: Ai là người đã tạo ra mạng lưới điệp viên thực sự tại các trại tù binh chiến tranh để cung cấp thông tin cho chúng tôi? answer: Pierre de Bénouville,1.4828,0.1034,0.0,11.3398,0.6306,0.3399,0.0,0.0,0.2857
BARTpho-syllable,non-RAG,120,False,Giá của các khu nhà ở tăng lên chứng tỏ điều gì?,những dân cư nghèo và trung bình dần được thay thế bằng một tầng lớp mới khá giả hơn,question: Những khu vực nào ở Paris được xem là bình dân? answer: Quận 10 hay một số khu vực gần ngoại ô như Montreuil thuộc Seine-Saint-Denis,question: Những khu vực nào ở Paris được xem là bình dân? answer: Quận 10 hay một số khu vực gần ngoại ô như Montreuil thuộc Seine-Saint-Denis,1.6689,0.2182,0.0,10.7754,0.676,0.1724,0.0,0.0,0.3235
BARTpho-syllable,non-RAG,121,False,Gaston Defferre là ai?,đối thủ của ông trong SFIO,question: Đối thủ của ông trong SFIO Guy Mollet là ai? answer: Gaston Defferre,question: Đối thủ của ông trong SFIO Guy Mollet là ai? answer: Gaston Defferre,1.2473,0.2105,0.0,53.9021,0.7529,0.6929,0.0,0.0,0.6364
BARTpho-syllable,non-RAG,122,False,Khí hậu Paris có đặc điểm gì?,"mùa hè mát, trung bình 18°C; mùa đông không quá lạnh, trung bình 6 °C; các mùa đều mưa nhiều và thời tiết thất thường",question: Lượng mưa trung bình ở Paris là bao nhiêu? answer: 641 mm,question: Lượng mưa trung bình ở Paris là bao nhiêu? answer: 641 mm,0.83,0.08,0.0,13.4644,0.6617,0.7041,0.0,0.0,0.2807
BARTpho-syllable,non-RAG,123,False,Mitterrand trở thành công dân danh dự đầu tiên của Mitterrand vào năm nào?,Năm 1983,question: Những bộ luật phi tập trung đầu tiên được thông qua bởi Mitterrand là gì? answer: Đạo luật Defferre,question: Những bộ luật phi tập trung đầu tiên được thông qua bởi Mitterrand là gì? answer: Đạo luật Defferre,1.2049,0.3265,0.0,28.0655,0.7025,0.6389,0.0,0.0,0.0667
BARTpho-syllable,non-RAG,124,False,Người ta chọn loại ngan nào để cung cấp thịt tốt hơn?,Loại ngan có lông trắng,question: Ngan nhà và Ngan bướu mũi đã được thuần hóa từ khi nào? answer: nhiều thế kỷ trước,question: Ngan nhà và Ngan bướu mũi đã được thuần hóa từ khi nào? answer: nhiều thế kỷ trước,1.0274,0.2273,0.0,14.94,0.6692,0.2185,0.0,0.0,0.1818
BARTpho-syllable,non-RAG,125,False,Đặc điểm của các ngành kinh doanh ở Paris là gì?,"đa dạng, không đặc trưng",question: Tổng sản phẩm nông nghiệp của Île-de-France vào năm 2002 là bao nhiêu? answer: 750 triệu euro,question: Tổng sản phẩm nông nghiệp của Île-de-France vào năm 2002 là bao nhiêu? answer: 750 triệu euro,1.0514,0.1818,0.0,12.323,0.6919,0.4275,0.0,0.0,0.1579
BARTpho-syllable,non-RAG,126,False,Lý do lớn nhất cho việc Kuwait đứng về phía Iraq trong Chiến tranh Iran-Iraq là gì?,để được Iraq bảo vệ khỏi những người Shi'ite ở Iran,"question: Mục đích của việc sáp nhập Kuwait là gì? answer: bù ""phí tổn kinh tế"" khi họ phải bảo vệ Kuwait trước Iran cũng như việc Kuwait đã khoan nghiêng vào các giếng dầu của họ","question: Mục đích của việc sáp nhập Kuwait là gì? answer: bù ""phí tổn kinh tế"" khi họ phải bảo vệ Kuwait trước Iran cũng như việc Kuwait đã khoan nghiêng vào các giếng dầu của họ",2.1907,0.2368,0.0,26.7765,0.7092,0.7373,0.0,0.0,0.209
BARTpho-syllable,non-RAG,127,False,Những vấn đề nào là vấn đề nội bộ của Liên Xô?,"các cuộc xung đột giành độc lập và lãnh thổ của Gruzia, Armenia, Azerbaijan và phần còn lại của Transcaucasus","question: Vì sao chính quyền George H. W. Bush công khai ủng hộ sự ly khai của các nước vùng Baltic? answer: các vấn đề liên quan tới các cuộc xung đột giành độc lập và lãnh thổ của Gruzia, Armenia, Azerbaijan và phần còn lại của Transcaucasus","question: Vì sao chính quyền George H. W. Bush công khai ủng hộ sự ly khai của các nước vùng Baltic? answer: các vấn đề liên quan tới các cuộc xung đột giành độc lập và lãnh thổ của Gruzia, Armenia, Azerbaijan và phần còn lại của Transcaucasus",2.2315,0.2824,0.0,12.2726,0.7077,0.5859,0.0,0.0,0.6122
BARTpho-syllable,non-RAG,128,False,Cơ quan tư vấn Urba được thành lập bởi Đảng nào?,Đảng Xã hội,question: Ai là người đã chỉ đạo chiến dịch tranh cử của Mitterrand năm 1988? answer: Henri Nallet,question: Ai là người đã chỉ đạo chiến dịch tranh cử của Mitterrand năm 1988? answer: Henri Nallet,1.0845,0.1579,0.0,10.0536,0.6689,0.36,0.0,0.0,0.1538
BARTpho-syllable,non-RAG,129,False,Có bao nhiêu môn thể thao được chơi trong lễ hội Naadam?,ba,question: Ngày 11 tháng 1 đến ngày 13 tháng 7 là ngày gì? answer: ngày Cách mạng Dân chủ Quốc gia và thành lập Nhà nước Đại Mông Cổ,question: Ngày 11 tháng 1 đến ngày 13 tháng 7 là ngày gì? answer: ngày Cách mạng Dân chủ Quốc gia và thành lập Nhà nước Đại Mông Cổ,1.357,0.2034,0.0,10.9323,0.6189,0.386,0.0,0.0,0.0
BARTpho-syllable,non-RAG,130,False,Vì sao ngỗng là một trong số gia cầm được hay chọn nuôi?,"dễ nuôi, hay ăn, chóng lớn, ít mắc bệnh",question: Loài ngỗng nào có khả năng vặt cỏ tốt hơn bò? answer: ngỗng,question: Loài ngỗng nào có khả năng vặt cỏ tốt hơn bò? answer: ngỗng,0.9202,0.25,0.0,14.5474,0.6985,0.6482,0.0,0.0,0.3333
BARTpho-syllable,non-RAG,131,False,Nhờ vào đâu mà hình thức cà phê thềm phát triển?,quy hoạch lại thành phố cùng sự xuất hiện các đại lộ lớn với vỉa hè,question: Quán cà phê đầu tiên của Paris được khai trương ở đâu? answer: khu Palais-Royal,question: Quán cà phê đầu tiên của Paris được khai trương ở đâu? answer: khu Palais-Royal,0.996,0.1622,0.0,13.4982,0.7026,0.6229,0.0,0.0,0.1739
BARTpho-syllable,non-RAG,132,False,Puerto Rico có quyền tham khảo ý kiến nhân dân về việc xây dựng hiến pháp riêng vào năm nào?,Năm 1950,question: Tổng thống Truman đã thông qua hiến pháp vào thời gian nào? answer: ngày 6 tháng 2 năm 1952,question: Tổng thống Truman đã thông qua hiến pháp vào thời gian nào? answer: ngày 6 tháng 2 năm 1952,1.077,0.2857,0.0,20.3352,0.737,0.5546,0.0,0.0,0.1212
BARTpho-syllable,non-RAG,133,False,"Sau ngày khởi đầu chiến tranh, phe liên minh đã có những tổn thất gì?",thiệt hại một máy bay,question: Mục tiêu ưu tiên hàng đầu của liên minh là gì? answer: phá các cơ sở không quân và phòng không của Iraq,question: Mục tiêu ưu tiên hàng đầu của liên minh là gì? answer: phá các cơ sở không quân và phòng không của Iraq,1.3684,0.2807,0.0,22.9725,0.6877,0.4676,0.0,0.0,0.0444
BARTpho-syllable,non-RAG,134,False,Khoảng nhiệt độ tại New Calesdonia trong khoảng thời gian từ tháng 11 đến tháng 3 là bao nhiêu?,từ 27 °C đến 30 °C,question: Đặc điểm khí hậu của New Calesdonia là gì? answer: khí hậu nhiệt đới,question: Đặc điểm khí hậu của New Calesdonia là gì? answer: khí hậu nhiệt đới,1.6264,0.2174,0.0,24.9822,0.7175,0.739,0.0,0.0,0.1538
BARTpho-syllable,non-RAG,135,False,"Trong năm 1960, Mitterrand đã có bài phát biểu nổi tiếng nào?",La Baule,question: Bài phát biểu La Baule của Mitterrand đánh dấu sự chuyển biến gì trong chính sách của Pháp với các cựu thuộc địa? answer: đánh dấu sự chuyển biến trong chính sách của Pháp với các cựu thuộc địa,question: Bài phát biểu La Baule của Mitterrand đánh dấu sự chuyển biến gì trong chính sách của Pháp với các cựu thuộc địa? answer: đánh dấu sự chuyển biến trong chính sách của Pháp với các cựu thuộc địa,2.5865,0.2143,0.0,29.5953,0.6645,0.4423,0.0,0.0,0.0588
BARTpho-syllable,non-RAG,136,False,Tại sao lại có sự xung đột giữa người Ossetia và người Ingush?,Nhiều người dân Nam Ossetia đã tái định cư tại những vùng không có người sinh sống ở Bắc Ossetia,question: Người dân Nam Ossetia đã tái định cư tại những vùng nào? answer: những vùng không có người sinh sống ở Bắc Ossetia nơi người Ingush đã bị Stalin trục xuất năm 1944,question: Người dân Nam Ossetia đã tái định cư tại những vùng nào? answer: những vùng không có người sinh sống ở Bắc Ossetia nơi người Ingush đã bị Stalin trục xuất năm 1944,1.8627,0.2985,0.0,30.6095,0.734,0.5368,0.0,0.0,0.6923
BARTpho-syllable,non-RAG,137,False,Năm nào là năm đầu tiên mà đội tuyển bóng đá của Nouvelle-Calédonie được bắt đầu thi đấu?,năm 1950,question: Đội tuyển bóng ném Nouvelle-Calédonie từng vô địch châu Đại Dương vào năm nào? answer: 2008,question: Sự kiện thể thao lớn nhất được tổ chức tại Nouvelle-Calédonie là gì? answer: giải vô địch đua xe châu Á Thái Bình Dương FIA,1.1703,0.3636,0.0,41.0873,0.7419,0.7034,0.0,0.0,0.05
BARTpho-syllable,non-RAG,138,False,Tại vùng đồng bằng ven biển bao quanh vịnh México thì tại đây có thảm thực vật là gì?,các rừng thông dày,question: Vùng Đồng bằng ven biển bao quanh vịnh México nằm ở phần nào của bang? answer: phần đông nam,question: Vùng Đồng bằng ven biển bao quanh vịnh México nằm ở phần nào của bang? answer: phần đông nam,1.0796,0.5517,0.2592,47.3514,0.7527,0.7085,0.0,0.0,0.1081
BARTpho-syllable,non-RAG,139,False,Nội dung chủ yếu của Đạo luật Johnson 1934 là gì?,cấm cho các quốc gia vỡ nợ tiền mượn trong thời Chiến tranh thế giới thứ nhất mượn thêm tiền,question: Jean Monnet đến Washington cùng với ai? answer: một ban và ngay lập tức đặt mua 1.000 phi cơ chiến đấu Mỹ cho Không quân Pháp,question: Jean Monnet đến Washington cùng với ai? answer: một ban và ngay lập tức đặt mua 1.000 phi cơ chiến đấu Mỹ cho Không quân Pháp,1.9639,0.1538,0.0,10.0872,0.6305,0.1964,0.0,0.0,0.2319
BARTpho-syllable,non-RAG,140,False,Roosevelt đã mang lại cho Hoa Kỳ điều gì trong những năm đương nhiệm?,làm cho tinh thần quốc gia sống dậy,question: Ai là người đã đánh bại Herbert Hoover trong cuộc bầu cử tổng thống năm 1932? answer: Franklin Delano Roosevelt,question: Ai là người đã đánh bại Herbert Hoover trong cuộc bầu cử tổng thống năm 1932? answer: Franklin Delano Roosevelt,1.1438,0.3111,0.0,26.4235,0.6954,0.5922,0.0,0.0,0.15
BARTpho-syllable,non-RAG,141,False,Lãnh thổ Thịnh vượng chung Puerto Rico là tên gọi chính thức của nước nào?,Puerto Rico,question: Dân số của Puerto Rico tính đến năm 2008 là bao nhiêu? answer: khoảng gần 4 triệu người,question: Dân số của Puerto Rico tính đến năm 2008 là bao nhiêu? answer: khoảng gần 4 triệu người,1.0093,0.2264,0.0,23.2056,0.6602,0.631,0.0,0.0,0.1333
BARTpho-syllable,non-RAG,142,False,Tên gọi nào dược sử dụng để chỉ những nơi cư ngụ của người Mông Cổ trước kia?,yurt,question: Nơi cư ngụ truyền thống Mông Cổ được gọi là gì? answer: một yurt (Tiếng Mông Cổ: ger),question: Nơi cư ngụ truyền thống Mông Cổ được gọi là gì? answer: một yurt (Tiếng Mông Cổ: ger),1.6376,0.4,0.0,23.0338,0.7026,0.7193,0.0,0.0,0.0714
BARTpho-syllable,non-RAG,143,False,Tổng thống thứ 31 của Mỹ là ai?,Herbert Hoover,question: Ai là người đã đánh bại Herbert Hoover trong cuộc bầu cử tổng thống năm 1932? answer: Franklin Delano Roosevelt,question: Ai là người đã đánh bại Herbert Hoover trong cuộc bầu cử tổng thống năm 1932? answer: Franklin Delano Roosevelt,1.0811,0.2632,0.0,19.8267,0.6888,0.6436,0.0,0.0,0.1379
BARTpho-syllable,non-RAG,144,False,Từ katana đã được thổ dân vùng Québec dùng làm gì?,chỉ đường cho nhà thám hiểm người Pháp Jacques Cartier đến làng Stadacona,question: Tên gọi Canada bắt nguồn từ đâu? answer: từ kanata trong ngôn ngữ của người Iroquois Saint Lawrence,question: Tên gọi Canada bắt nguồn từ đâu? answer: từ kanata trong ngôn ngữ của người Iroquois Saint Lawrence,1.1026,0.1951,0.0,12.0477,0.6835,0.6373,0.0,0.0,0.1364
BARTpho-syllable,non-RAG,145,False,Roosevelt đã tập bước đi như thế nào khi mắc chứng bại liệt?,"Với những thanh sắt kẹp vào hông và chân, Roosevelt tự mình tập bước đi trong những khoảng cách ngắn với sự trợ giúp của một cây gậy","question: Với những thanh sắt kẹp vào hông và chân, Roosevelt đã làm gì? answer: tự mình tập bước đi trong những khoảng cách ngắn với sự trợ giúp của một cây gậy","question: Với những thanh sắt kẹp vào hông và chân, Roosevelt đã làm gì? answer: tự mình tập bước đi trong những khoảng cách ngắn với sự trợ giúp của một cây gậy",1.6651,0.3333,0.0,32.0059,0.6806,0.6308,0.0,0.0,0.9505
BARTpho-syllable,non-RAG,146,False,Thế lực nào đã phân tách Kuwait ra khỏi Iraq?,chủ nghĩa thực dân Anh,question: Việc sáp nhập Kuwait được miêu tả như thế nào? answer: được miêu tả như là một bước trên con đường tiến tới một Liên hiệp Ả Rập rộng lớn hơn,question: Việc sáp nhập Kuwait được miêu tả như thế nào? answer: được miêu tả như là một bước trên con đường tiến tới một Liên hiệp Ả Rập rộng lớn hơn,1.6539,0.2222,0.0,15.7957,0.699,0.7525,0.0,0.0,0.1053
BARTpho-syllable,non-RAG,147,False,Có bao nhiêu khu vực (ngoài Uganda) có chung quyền khai thác diện tích mặt hồ Victoria?,Kenya và Tanzania,question: Phía Nam của Uganda giáp với những quốc gia nào? answer: Kenya và Tanzania,question: Phía Nam của Uganda giáp với những quốc gia nào? answer: Kenya và Tanzania,0.7699,0.2128,0.0,14.9964,0.6851,0.6225,0.0,0.0,0.24
BARTpho-syllable,non-RAG,148,False,Số lượng sinh viên tập trung ở vùng Île-de-France lớn cỡ nào?,"600.000 sinh viên, chiếm hơn một phần tư số sinh viên ở Pháp",question: Cité internationale có bao nhiêu nhà với 5.000 chỗ? answer: 40 nhà,question: Cité internationale có bao nhiêu nhà với 5.000 chỗ? answer: 40 nhà,0.7734,0.0571,0.0,11.722,0.6403,0.5524,0.0,0.0,0.0556
BARTpho-syllable,non-RAG,149,False,Thời tiết của Canada lạnh giá nhất vào mùa nào?,Mùa đông,"question: Đặc điểm khí hậu của British Columbia Duyên hải là gì? answer: khí hậu ôn, với một mùa đông ôn và mưa nhiều","question: Đặc điểm khí hậu của British Columbia Duyên hải là gì? answer: khí hậu ôn, với một mùa đông ôn và mưa nhiều",1.3148,0.3019,0.0,15.3646,0.7094,0.6137,0.0,0.0,0.1579
BARTpho-syllable,non-RAG,150,False,"Ai là người kiểm soát được thành phố Luân Đôn, điều khiển được hải quân và có quyền đánh thuế ngân quỹ trong thời kỳ cả hoàng gia và quốc hội đều lo tập trung quân đội?",những người theo quốc hội,"question: Vì sao các ""kị binh"" được gọi là ""roundheads""? answer: vì họ cắt tóc thật sát","question: Vì sao các ""kị binh"" được gọi là ""roundheads""? answer: vì họ cắt tóc thật sát",0.9661,0.1818,0.0,8.7929,0.6498,0.186,0.0,0.0,0.125
BARTpho-syllable,non-RAG,151,False,Các thành phố được hưởng nền độc lập khi nào?,chế độ phong kiến đã ra đi,question: Hậu quả của ước Westfalen là gì? answer: ước Westfalen gây tai hại cho tương lai nước Đức ngang bằng với thiệt hại từ cuộc chiến,question: Hậu quả của ước Westfalen là gì? answer: ước Westfalen gây tai hại cho tương lai nước Đức ngang bằng với thiệt hại từ cuộc chiến,1.3218,0.2909,0.0,9.8047,0.6736,0.2157,0.0,0.0,0.0889
BARTpho-syllable,non-RAG,152,False,Khu sân khấu Houston đứng ở vị trí thứ hai toàn quốc về điều gì?,số ghế sân khấu trong một khu vực trung tâm tập trung,question: Có bao nhiêu công ty thường trực chuyên nghiệp về mọi loại hình nghệ thuật biểu diễn tại Houston? answer: năm thành phố,question: Có bao nhiêu công ty thường trực chuyên nghiệp về mọi loại hình nghệ thuật biểu diễn tại Houston? answer: năm thành phố,0.9561,0.2414,0.0,17.6967,0.6648,0.5475,0.0,0.0,0.1754
